source_id,title,category,source_org,source_type,authority_level,evidence_role,jurisdiction,primary_or_secondary,source_url,final_url,saved_path,status,verified_at_utc,raw_relpath,extractable_text,extraction_method,heading_count,issue
SRC-0031,Infectious Bronchitis in Chickens - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Infectious Bronchitis in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/infectious-bronchitis/infectious-bronchitis-in-poultry,https://www.merckvetmanual.com/poultry/infectious-bronchitis/infectious-bronchitis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_infectious-bronchitis_infectious-bronchitis-in-poultry.html,downloaded,2026-04-28T07:40:26.174445+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_infectious-bronchitis_infectious-bronchitis-in-poultry.html,yes,native,9,
SRC-0036,Infectious Bursal Disease in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Infectious Bursal Disease in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,https://www.merckvetmanual.com/poultry/infectious-bursal-disease/infectious-bursal-disease-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_infectious-bursal-disease_infectious-bursal-disease-in-poultry.html,downloaded,2026-04-28T07:40:26.181176+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_infectious-bursal-disease_infectious-bursal-disease-in-poultry.html,yes,native,9,
SRC-0041,Infectious Coryza - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Infectious Coryza in Chickens,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/infectious-coryza/infectious-coryza-in-chickens,https://www.merckvetmanual.com/poultry/infectious-coryza/infectious-coryza-in-chickens,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_infectious-coryza_infectious-coryza-in-chickens.html,downloaded,2026-04-28T07:40:26.189158+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_infectious-coryza_infectious-coryza-in-chickens.html,yes,native,10,
SRC-0038,Infectious Laryngotracheitis - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Infectious Laryngotracheitis in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,https://www.merckvetmanual.com/poultry/infectious-laryngotracheitis/infectious-laryngotracheitis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_infectious-laryngotracheitis_infectious-laryngotracheitis-in-poultry.html,downloaded,2026-04-28T07:40:26.183820+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_infectious-laryngotracheitis_infectious-laryngotracheitis-in-poultry.html,yes,native,7,
SRC-0053,Common Management-Related Problems in Backyard Poultry - Exotic and Laboratory Animals - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Cannibalism in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/exotic-and-laboratory-animals/backyard-poultry/common-management-related-problems-in-backyard-poultry,https://www.merckvetmanual.com/exotic-and-laboratory-animals/backyard-poultry/common-management-related-problems-in-backyard-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_management-and-nutrition_cannibalism-in-poultry.html,downloaded,2026-04-28T07:40:26.207076+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_management-and-nutrition_cannibalism-in-poultry.html,yes,native,9,
SRC-0032,Management of Backyard Poultry - Exotic and Laboratory Animals - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Heat Stress in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/exotic-and-laboratory-animals/backyard-poultry/management-of-backyard-poultry,https://www.merckvetmanual.com/exotic-and-laboratory-animals/backyard-poultry/management-of-backyard-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_management-and-nutrition_heat-stress-in-poultry.html,downloaded,2026-04-28T07:40:26.175583+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_management-and-nutrition_heat-stress-in-poultry.html,yes,native,6,
SRC-0054,Management of Laying Chickens - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Poultry Housing and Ventilation,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/nutrition-and-management-poultry/management-of-laying-chickens,https://www.merckvetmanual.com/poultry/nutrition-and-management-poultry/management-of-laying-chickens,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_management-and-nutrition_management-of-poultry.html,downloaded,2026-04-28T07:40:26.208165+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_management-and-nutrition_management-of-poultry.html,yes,native,8,
SRC-0051,Ascites Syndrome in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Ascites Syndrome in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/miscellaneous-conditions-of-poultry/ascites-syndrome-in-poultry,https://www.merckvetmanual.com/poultry/miscellaneous-conditions-of-poultry/ascites-syndrome-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_miscellaneous-conditions-of-poultry_ascites-syndrome-in-poultry.html,downloaded,2026-04-28T07:40:26.203895+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_miscellaneous-conditions-of-poultry_ascites-syndrome-in-poultry.html,yes,native,8,
SRC-0039,Overview of Mycoplasmosis in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Mycoplasmosis in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/mycoplasmosis/mycoplasmosis-in-poultry,https://www.merckvetmanual.com/poultry/mycoplasmosis/mycoplasmosis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_mycoplasmosis_mycoplasmosis-in-poultry.html,downloaded,2026-04-28T07:40:26.184977+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_mycoplasmosis_mycoplasmosis-in-poultry.html,yes,native,2,
SRC-0049,Mycotoxicoses in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Mycotoxicoses in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/mycotoxicoses/mycotoxicoses-in-poultry,https://www.merckvetmanual.com/poultry/mycotoxicoses/mycotoxicoses-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_mycotoxicoses_mycotoxicoses-in-poultry.html,downloaded,2026-04-28T07:40:26.200927+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_mycotoxicoses_mycotoxicoses-in-poultry.html,yes,native,9,
SRC-0035,Necrotic Enteritis in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Necrotic Enteritis in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/necrotic-enteritis/necrotic-enteritis-in-poultry,https://www.merckvetmanual.com/poultry/necrotic-enteritis/necrotic-enteritis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_necrotic-enteritis_necrotic-enteritis-in-poultry.html,downloaded,2026-04-28T07:40:26.179429+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_necrotic-enteritis_necrotic-enteritis-in-poultry.html,yes,native,6,
SRC-0037,Marek's Disease in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Marek Disease in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,https://www.merckvetmanual.com/poultry/neoplasms/marek-disease-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_neoplasms_marek-disease-in-poultry.html,downloaded,2026-04-28T07:40:26.182548+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_neoplasms_marek-disease-in-poultry.html,yes,native,10,
SRC-0052,Mineral Deficiencies in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Cage Layer Fatigue,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/nutrition-and-management-poultry/mineral-deficiencies-in-poultry,https://www.merckvetmanual.com/poultry/nutrition-and-management-poultry/mineral-deficiencies-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_nutrition-and-management_cage-layer-fatigue.html,downloaded,2026-04-28T07:40:26.205690+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_nutrition-and-management_cage-layer-fatigue.html,yes,native,14,
SRC-0050,Fatty Liver Hemorrhagic Syndrome in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Fatty Liver Hemorrhagic Syndrome in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/fatty-liver-hemorrhagic-syndrome/fatty-liver-hemorrhagic-syndrome-in-poultry,https://www.merckvetmanual.com/poultry/fatty-liver-hemorrhagic-syndrome/fatty-liver-hemorrhagic-syndrome-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_nutrition-and-management_fatty-liver-hemorrhagic-syndrome-in-poultry.html,downloaded,2026-04-28T07:40:26.201910+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_nutrition-and-management_fatty-liver-hemorrhagic-syndrome-in-poultry.html,yes,native,9,
SRC-0033,Nutritional Deficiencies in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Nutritional Diseases of Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/nutrition-and-management-poultry/nutritional-deficiencies-in-poultry,https://www.merckvetmanual.com/poultry/nutrition-and-management-poultry/nutritional-deficiencies-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_nutrition-and-management_nutritional-diseases-of-poultry.html,downloaded,2026-04-28T07:40:26.176721+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_nutrition-and-management_nutritional-diseases-of-poultry.html,yes,native,1,
SRC-0055,Fowl Typhoid - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Fowl Typhoid in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/salmonelloses-in-poultry/fowl-typhoid,https://www.merckvetmanual.com/poultry/salmonelloses-in-poultry/fowl-typhoid,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_salmonelloses_fowl-typhoid-in-poultry.html,downloaded,2026-04-28T07:40:26.209187+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_salmonelloses_fowl-typhoid-in-poultry.html,yes,native,8,
SRC-0029,Pullorum Disease in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Pullorum Disease in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/salmonelloses/pullorum-disease-in-poultry,https://www.merckvetmanual.com/poultry/salmonelloses/pullorum-disease-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_salmonelloses_pullorum-disease-in-poultry.html,downloaded,2026-04-28T07:40:26.170602+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_salmonelloses_pullorum-disease-in-poultry.html,yes,native,9,
SRC-0044,Staphylococcosis in Poultry - Poultry - Merck Veterinary Manual,clinical_reference,Merck Veterinary Manual - Staphylococcosis in Poultry,disease_reference_page,A2,clinical_reference,US,secondary,https://www.merckvetmanual.com/poultry/staphylococcosis/staphylococcosis-in-poultry,https://www.merckvetmanual.com/poultry/staphylococcosis/staphylococcosis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_staphylococcosis_staphylococcosis-in-poultry.html,downloaded,2026-04-28T07:40:26.194977+00:00,raw/clinical_reference/www.merckvetmanual.com_poultry_staphylococcosis_staphylococcosis-in-poultry.html,yes,native,12,
SRC-0001,中华人民共和国农业农村部公告  第573号,cn_official,农业农村部,official_notice,A0,regulation,CN,primary,https://www.moa.gov.cn/govpublic/xmsyj/202206/t20220629_6403635.htm,https://www.moa.gov.cn/govpublic/xmsyj/202206/t20220629_6403635.htm,authoritative/raw/cn_official/moa_2022_573_animal_disease_catalog.html,copied,2026-04-28T07:40:26.079259+00:00,raw/cn_official/moa_2022_573_animal_disease_catalog.html,yes,native,1,
SRC-0002,中华人民共和国农业农村部公告 第574号,cn_official,农业农村部,official_notice,A0,regulation,CN,primary,https://www.moa.gov.cn/xw/bmdt/202206/t20220629_6403636.htm,https://www.moa.gov.cn/xw/bmdt/202206/t20220629_6403636.htm,authoritative/raw/cn_official/moa_2022_574_animal_health_standards_notice.html,copied,2026-04-28T07:40:26.081782+00:00,raw/cn_official/moa_2022_574_animal_health_standards_notice.html,yes,native,11,
SRC-0010,moa_2022_594_veterinary_residue_limits,cn_official,农业农村部 / 国家卫生健康委员会 / 市场监管总局,official_pdf,A0,regulation,CN,primary,https://www.moa.gov.cn/nybgb/2022/202210/202211/P020221115556927766576.pdf,https://www.moa.gov.cn/nybgb/2022/202210/202211/P020221115556927766576.pdf,authoritative/raw/cn_official/moa_2022_594_veterinary_residue_limits.pdf,copied,2026-04-28T07:40:26.110540+00:00,raw/cn_official/moa_2022_594_veterinary_residue_limits.pdf,yes,native,4,
SRC-0004,农业农村部关于印发《国家动物疫病强制免疫指导意见（2022—2025年）》的通知,cn_official,农业农村部,official_notice,A0,regulation,CN,primary,https://www.moa.gov.cn/govpublic/xmsyj/202201/t20220107_6386445.htm,https://www.moa.gov.cn/govpublic/xmsyj/202201/t20220107_6386445.htm,authoritative/raw/cn_official/moa_2022_national_mandatory_immunization_guidance.html,copied,2026-04-28T07:40:26.087924+00:00,raw/cn_official/moa_2022_national_mandatory_immunization_guidance.html,yes,native,1,
SRC-0003,农业农村部关于印发《三类动物疫病防治规范》的通知,cn_official,农业农村部,official_notice,A0,regulation,CN,primary,https://www.moa.gov.cn/govpublic/xmsyj/202206/t20220629_6403637.htm,https://www.moa.gov.cn/govpublic/xmsyj/202206/t20220629_6403637.htm,authoritative/raw/cn_official/moa_2022_three_category_disease_prevention_spec.html,copied,2026-04-28T07:40:26.084652+00:00,raw/cn_official/moa_2022_three_category_disease_prevention_spec.html,yes,native,1,
SRC-0005,中华人民共和国动物防疫法,cn_official,全国人大 / 中国政府法制信息,law_page,A0,regulation,CN,primary,https://www.moa.gov.cn/gk/zcfg/fl/202104/t20210425_6366545.htm,https://www.moa.gov.cn/gk/zcfg/fl/202104/t20210425_6366545.htm,authoritative/raw/cn_official/moa_animal_epidemic_prevention_law.html,copied,2026-04-28T07:40:26.090779+00:00,raw/cn_official/moa_animal_epidemic_prevention_law.html,yes,native,1,
SRC-0007,农业农村部规章_兽药产品批准文号管理办法,cn_official,农业农村部,official_rule,A0,product_label,CN,primary,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/t20221012_6413161.htm,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/t20221012_6413161.htm,authoritative/raw/cn_official/moa_veterinary_approval_number_management.html,copied,2026-04-28T07:40:26.095506+00:00,raw/cn_official/moa_veterinary_approval_number_management.html,yes,native,2,
SRC-0008,农业部办公厅关于兽药基础信息查询系统试运行的通知,cn_official,农业部办公厅,official_notice,A0,regulation,CN,primary,https://www.moa.gov.cn/govpublic/SYJ/201208/t20120824_2897256.htm,https://www.moa.gov.cn/govpublic/SYJ/201208/t20120824_2897256.htm,authoritative/raw/cn_official/moa_veterinary_base_info_query_trial_notice.html,copied,2026-04-28T07:40:26.097143+00:00,raw/cn_official/moa_veterinary_base_info_query_trial_notice.html,yes,native,1,
SRC-0006,农业农村部规章_兽药标签和说明书管理办法,cn_official,农业农村部,official_rule,A0,product_label,CN,primary,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/t20221012_6413171.htm,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/t20221012_6413171.htm,authoritative/raw/cn_official/moa_veterinary_label_and_insert_management.html,copied,2026-04-28T07:40:26.093190+00:00,raw/cn_official/moa_veterinary_label_and_insert_management.html,yes,native,2,
SRC-0009,国家兽药综合查询APP升级版全面上线运行,cn_official,农业农村部,official_news,A0,regulation,CN,primary,https://www.moa.gov.cn/xw/zwdt/201807/t20180710_6153816.htm,https://www.moa.gov.cn/xw/zwdt/201807/t20180710_6153816.htm,authoritative/raw/cn_official/moa_veterinary_query_app_launch.html,copied,2026-04-28T07:40:26.099395+00:00,raw/cn_official/moa_veterinary_query_app_launch.html,yes,native,1,
SRC-0028,国家统计局信息公开,cn_official,?????,official_stats_page,A0,regulation,CN,primary,https://www.stats.gov.cn/xxgk/jd/sjjd2020/202407/t20240715_1955608.html,https://www.stats.gov.cn/xxgk/jd/sjjd2020/202407/t20240715_1955608.html,authoritative/raw/cn_official/stats_2024_h1_agriculture_summary.html,copied,2026-04-28T07:40:26.165245+00:00,raw/cn_official/stats_2024_h1_agriculture_summary.html,yes,native,1,
SRC-0026,国家统计局-全国两会服务,cn_official,?????,official_stats_page,A0,regulation,CN,primary,https://www.stats.gov.cn/zt_18555/zthd/lhfw/2026lhzt/2026sjjd/202602/t20260202_1962443.html,https://www.stats.gov.cn/zt_18555/zthd/lhfw/2026lhzt/2026sjjd/202602/t20260202_1962443.html,authoritative/raw/cn_official/stats_2025_national_livestock_summary.html,copied,2026-04-28T07:40:26.160685+00:00,raw/cn_official/stats_2025_national_livestock_summary.html,yes,native,0,
SRC-0027,魏锋华：一季度农业生产形势良好 - 国家统计局,cn_official,?????,official_stats_page,A0,regulation,CN,primary,https://www.stats.gov.cn/sj/sjjd/202504/t20250417_1959352.html,https://www.stats.gov.cn/sj/sjjd/202504/t20250417_1959352.html,authoritative/raw/cn_official/stats_2025_q1_agriculture_summary.html,copied,2026-04-28T07:40:26.162682+00:00,raw/cn_official/stats_2025_q1_agriculture_summary.html,yes,native,3,
SRC-0062,中华人民共和国农业部公告 第2292号,cn_official,农业部公告第2292号,regulatory_reference,A0,regulation,CN,primary,https://www.moa.gov.cn/xw/bmdt/201509/t20150907_4819267.htm,https://www.moa.gov.cn/xw/bmdt/201509/t20150907_4819267.htm,authoritative/raw/cn_official/t20150907_4819267.htm,downloaded,2026-04-28T07:40:26.219907+00:00,raw/cn_official/t20150907_4819267.htm,yes,native,1,
SRC-0064,404 Not Found,cn_official,农业部公告第278号,regulatory_reference,A0,regulation,CN,primary,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,downloaded,2026-04-28T07:40:26.223265+00:00,raw/cn_official/t20171126_5919564.htm,yes,native,1,
SRC-0061,中华人民共和国农业农村部公告 第250号,cn_official,农业农村部公告第250号,regulatory_reference,A0,regulation,CN,primary,https://www.moa.gov.cn/govpublic/xmsyj/202001/t20200106_6334375.htm,https://www.moa.gov.cn/govpublic/xmsyj/202001/t20200106_6334375.htm,authoritative/raw/cn_official/t20200106_6334375.htm,downloaded,2026-04-28T07:40:26.218456+00:00,raw/cn_official/t20200106_6334375.htm,yes,native,1,
SRC-0063,中华人民共和国农业农村部公告 第190号,cn_official,农业农村部公告第190号,regulatory_reference,A0,regulation,CN,primary,https://www.moa.gov.cn/nybgb/2019/201907/202001/t20200106_6334395.htm,https://www.moa.gov.cn/nybgb/2019/201907/202001/t20200106_6334395.htm,authoritative/raw/cn_official/t20200106_6334395.htm,downloaded,2026-04-28T07:40:26.221853+00:00,raw/cn_official/t20200106_6334395.htm,yes,native,1,
SRC-0060,中华人民共和国农业农村部公告第246号,cn_official,农业农村部公告第246号 + EMA MRL,regulatory_reference,A0,regulation,CN,primary,https://www.moa.gov.cn/nybgb/2020/202003/202004/t20200419_6341878.htm,https://www.moa.gov.cn/nybgb/2020/202003/202004/t20200419_6341878.htm,authoritative/raw/cn_official/t20200419_6341878.htm,downloaded,2026-04-28T07:40:26.217487+00:00,raw/cn_official/t20200419_6341878.htm,yes,native,1,
SRC-0058,农业农村部关于监督抽查发现的17批次问题农产品（不含豇豆）情况的通告,cn_official,农业农村部监督抽查通告 + 生产结果复核,regulatory_reference,A0,regulation,CN,primary,https://jgs.moa.gov.cn/gzdt/jgjdt/202312/t20231214_6442796.htm,https://jgs.moa.gov.cn/gzdt/jgjdt/202312/t20231214_6442796.htm,authoritative/raw/cn_official/t20231214_6442796.htm,downloaded,2026-04-28T07:40:26.213092+00:00,raw/cn_official/t20231214_6442796.htm,yes,native,1,
SRC-0023,正在检查您的浏览器 - reCAPTCHA,international,PubMed Central,open_access_review,B1,epidemiology,Global,secondary,https://pmc.ncbi.nlm.nih.gov/articles/PMC6784017/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6784017/,authoritative/raw/international/pmc_avian_influenza_systematic_review.html,copied,2026-04-28T07:40:26.143811+00:00,raw/international/pmc_avian_influenza_systematic_review.html,yes,native,0,
SRC-0022,正在检查您的浏览器 - reCAPTCHA,international,PubMed Central,open_access_review,B1,clinical_reference,Global,secondary,https://pmc.ncbi.nlm.nih.gov/articles/PMC9378970/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9378970/,authoritative/raw/international/pmc_nd_review_detection.html,copied,2026-04-28T07:40:26.141589+00:00,raw/international/pmc_nd_review_detection.html,yes,native,0,
