source_id,title,authority_level,source_status,fact_validity,legacy_evidence_status,relpath,path_exists
A0-MOA-LABEL-INSTRUCTION-RULES-2002,兽药标签和说明书编写细则,A0,source_anchored,valid,,wiki/sources/A0-MOA-LABEL-INSTRUCTION-RULES-2002.md,true
A0-MOA-MRL-GB31650-1-2022,农业农村部公告第594号 GB 31650.1-2022 食品中41种兽药最大残留限量,A0,source_anchored,valid,,wiki/sources/A0-MOA-MRL-GB31650-1-2022.md,true
A0-MOA-MRL-GB31650-2019,GB 31650-2019 食品中兽药最大残留限量官方入口,A0,source_anchored,valid,,wiki/sources/A0-MOA-MRL-GB31650-2019.md,true
A0-MOA-MRL-GB31650-2019-RAW,MOA GB 31650-2019 veterinary drug maximum residue limits news entry,A0,source_anchored,valid,,wiki/sources/A0-MOA-MRL-GB31650-2019-RAW.md,true
A0-MOA-PRESCRIPTION-2471-2016,农业部公告第2471号 兽用处方药品种目录（第二批）,A0,source_anchored,valid,,wiki/sources/A0-MOA-PRESCRIPTION-2471-2016.md,true
A0-MOA-PRESCRIPTION-790-2024,农业农村部公告第790号 兽用处方药品种目录（第四批）,A0,source_anchored,valid,,wiki/sources/A0-MOA-PRESCRIPTION-790-2024.md,true
A0-MOA-PRRS-CSF-GUIDANCE-2017,国家高致病性猪蓝耳病防治指导意见（2017-2020年）,A0,source_anchored,valid,,wiki/sources/A0-MOA-PRRS-CSF-GUIDANCE-2017.md,true
A0-MOA-SPRING-SWINE-DISEASES-2021,MOA spring swine common disease prevention and control guide,A0,source_anchored,valid,,wiki/sources/A0-MOA-SPRING-SWINE-DISEASES-2021.md,true
A0-MOA-STOP-FLUOROQUINOLONES-2292,农业部公告第2292号 洛美沙星等4种原料药及制剂停止用于食品动物,A0,source_anchored,valid,,wiki/sources/A0-MOA-STOP-FLUOROQUINOLONES-2292.md,true
A0-MOA-STOP-FLUOROQUINOLONES-2292-RAW,MOA Notice No. 2292 stopping four fluoroquinolones for food animals,A0,source_anchored,valid,,wiki/sources/A0-MOA-STOP-FLUOROQUINOLONES-2292-RAW.md,true
A0-MOA-STOP-OLAQUINDOX-2638,农业农村部关于喹乙醇、氨苯胂酸、洛克沙胂等停止用于食品动物的政策入口,A0,source_anchored,valid,,wiki/sources/A0-MOA-STOP-OLAQUINDOX-2638.md,true
A0-MOA-STOP-OLAQUINDOX-2638-RAW,"MOA policy entry on stopping olaquindox, arsanilic acid and roxarsone in food animals",A0,source_anchored,valid,,wiki/sources/A0-MOA-STOP-OLAQUINDOX-2638-RAW.md,true
A0-MOA-STREP-SUIS-CONTROL-2005,猪链球菌病防控官方动态（2005）,A0,source_anchored,valid,,wiki/sources/A0-MOA-STREP-SUIS-CONTROL-2005.md,true
A0-MOA-SWINE-FLU-EMERGENCY-2009,农业部门人感染猪流感应急预案（试行）,A0,source_anchored,valid,,wiki/sources/A0-MOA-SWINE-FLU-EMERGENCY-2009.md,true
A0-MOA-THREE-CLASS-ANIMAL-DISEASE-SPECS,MOA notice on third-class animal disease prevention specifications,A0,source_anchored,valid,,wiki/sources/A0-MOA-THREE-CLASS-ANIMAL-DISEASE-SPECS.md,true
A0-MOA-TOLTRAZURIL-SUSPENSION-216-2019,农业农村部公告第216号 5%托曲珠利混悬液说明书,A0,source_anchored,valid,,wiki/sources/A0-MOA-TOLTRAZURIL-SUSPENSION-216-2019.md,true
A0-MOA-VET-DRUG-SUPERVISION-2026,2026年兽药质量监督抽检和风险监测等3个计划,A0,source_anchored,valid,,wiki/sources/A0-MOA-VET-DRUG-SUPERVISION-2026.md,true
A0-MOA-WITHDRAWAL-278,农业部公告第278号 兽药停药期规定,A0,source_anchored,valid,,wiki/sources/A0-MOA-WITHDRAWAL-278.md,true
A0-MOA-WITHDRAWAL-278-RAW,MOA Notice No. 278 withdrawal period provisions,A0,source_anchored,valid,,wiki/sources/A0-MOA-WITHDRAWAL-278-RAW.md,true
A0-SAMR-GBT-18645-2020-ANIMAL-TB-DIAGNOSIS,国家标准|GB/T 18645-2020,A0,source_anchored,valid,,wiki/sources/A0-SAMR-GBT-18645-2020-ANIMAL-TB-DIAGNOSIS.md,true
A0-USDA-APHIS-VS-2026,Vesicular Stomatitis Virus,A0,source_anchored,valid,,wiki/sources/A0-USDA-APHIS-VS-2026.md,true
A1-CDC-RABIES-LABORATORY-DIAGNOSIS-2024,CDC Rabies Diagnostic Testing,A1,source_anchored,valid,,wiki/sources/A1-CDC-RABIES-LABORATORY-DIAGNOSIS-2024.md,true
A1-CDC-RABIES-VETERINARIANS-2025,CDC Rabies Information for Veterinarians,A1,source_anchored,valid,,wiki/sources/A1-CDC-RABIES-VETERINARIANS-2025.md,true
A1-DIS045-LEPTO-WEB-02-LEPTOSPIROSIS-WOAH-WORLD-ORGANISATION-FOR-ANIMAL,Leptospirosis - WOAH - World Organisation for Animal Health,A1,source_anchored,valid,,wiki/sources/A1-DIS045-LEPTO-WEB-02-LEPTOSPIROSIS-WOAH-WORLD-ORGANISATION-FOR-ANIMAL.md,true
A1-DIS045-LEPTO-WEB-03-WOAH-TERRESTRIAL-MANUAL-CHAPTER-LEPTOSPIROSIS,WOAH Terrestrial Manual chapter: Leptospirosis,A1,source_anchored,valid,,wiki/sources/A1-DIS045-LEPTO-WEB-03-WOAH-TERRESTRIAL-MANUAL-CHAPTER-LEPTOSPIROSIS.md,true
A1-EMA-AMEG-ANTIBIOTIC-CATEGORISATION,EMA AMEG categorisation of antibiotics for use in animals,A1,source_anchored,valid,,wiki/sources/A1-EMA-AMEG-ANTIBIOTIC-CATEGORISATION.md,true
A1-EMA-MRL-OVERVIEW,EMA establishing maximum residue limits for veterinary medicines,A1,source_anchored,valid,,wiki/sources/A1-EMA-MRL-OVERVIEW.md,true
A1-FAO-ASF,FAO African swine fever resources,A1,source_anchored,valid,,wiki/sources/A1-FAO-ASF.md,true
A1-FAO-FMD-DISEASE-2026,FAO Foot-and-mouth disease official animal health page,A1,source_anchored,valid,,wiki/sources/A1-FAO-FMD-DISEASE-2026.md,true
A1-USDA-APHIS-ASF,USDA APHIS African swine fever information,A1,source_anchored,valid,,wiki/sources/A1-USDA-APHIS-ASF.md,true
A1-USDA-APHIS-FMD-DISEASE-2026,USDA APHIS Foot-and-Mouth Disease page,A1,source_anchored,valid,,wiki/sources/A1-USDA-APHIS-FMD-DISEASE-2026.md,true
A1-USDA-APHIS-FMD-NAHLN-2026,USDA APHIS NAHLN Surveillance and Preparedness FMD section,A1,source_anchored,valid,,wiki/sources/A1-USDA-APHIS-FMD-NAHLN-2026.md,true
A1-USDA-APHIS-PED-TECH-NOTE-2023,Porcine Epidemic Diarrhea (PED) Technical Note,A1,source_anchored,valid,,wiki/sources/A1-USDA-APHIS-PED-TECH-NOTE-2023.md,true
A1-USDA-APHIS-SWINE-BRUCELLOSIS,USDA APHIS swine brucellosis information,A1,source_anchored,valid,,wiki/sources/A1-USDA-APHIS-SWINE-BRUCELLOSIS.md,true
A1-WOAH-ANTIMICROBIAL-VETERINARY-IMPORTANCE,WOAH list of antimicrobial agents of veterinary importance,A1,source_anchored,valid,,wiki/sources/A1-WOAH-ANTIMICROBIAL-VETERINARY-IMPORTANCE.md,true
A1-WOAH-ASF,WOAH African swine fever disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-ASF.md,true
A1-WOAH-ASF-CANONICAL,WOAH African swine fever disease page canonical/redirect registry,A1,source_anchored,valid,,wiki/sources/A1-WOAH-ASF-CANONICAL.md,true
A1-WOAH-ASF-DISEASE,WOAH African swine fever disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-ASF-DISEASE.md,true
A1-WOAH-AUJESZKY,WOAH Aujeszky's disease disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-AUJESZKY.md,true
A1-WOAH-AUJESZKY-DISEASE,WOAH Aujeszky's disease disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-AUJESZKY-DISEASE.md,true
A1-WOAH-BRUCELLOSIS,WOAH brucellosis disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-BRUCELLOSIS.md,true
A1-WOAH-CSF,WOAH classical swine fever disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-CSF.md,true
A1-WOAH-CSF-DISEASE,WOAH Classical swine fever disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-CSF-DISEASE.md,true
A1-WOAH-CSF-MANUAL,WOAH Terrestrial Manual chapter on classical swine fever,A1,source_anchored,valid,,wiki/sources/A1-WOAH-CSF-MANUAL.md,true
A1-WOAH-FMD,WOAH Foot and mouth disease disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-FMD.md,true
A1-WOAH-FMD-DISEASE,WOAH Foot and mouth disease disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-FMD-DISEASE.md,true
A1-WOAH-FMD-VESICULAR-DIFF,WOAH foot-and-mouth disease page for vesicular differential boundary,A1,source_anchored,valid,,wiki/sources/A1-WOAH-FMD-VESICULAR-DIFF.md,true
A1-WOAH-PED,Porcine epidemic diarrhoea,A1,source_anchored,valid,,wiki/sources/A1-WOAH-PED.md,true
A1-WOAH-PORCINE-CYSTICERCOSIS,WOAH Terrestrial Code chapter on Taenia solium,A1,source_anchored,valid,,wiki/sources/A1-WOAH-PORCINE-CYSTICERCOSIS.md,true
A1-WOAH-PRRS,WOAH porcine reproductive and respiratory syndrome disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-PRRS.md,true
A1-WOAH-PRRS-DISEASE,WOAH Porcine reproductive and respiratory syndrome disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-PRRS-DISEASE.md,true
A1-WOAH-PRRS-MANUAL,WOAH Terrestrial Manual chapter on PRRS,A1,source_anchored,valid,,wiki/sources/A1-WOAH-PRRS-MANUAL.md,true
A1-WOAH-SALMONELLA-PIGS-CODE,WOAH Terrestrial Code chapter on Salmonella in pigs,A1,source_anchored,valid,,wiki/sources/A1-WOAH-SALMONELLA-PIGS-CODE.md,true
A1-WOAH-SWINE-AMR-TRD-2025,WOAH Technical Reference Document listing antimicrobial agents of veterinary importance for swine,A1,source_anchored,valid,,wiki/sources/A1-WOAH-SWINE-AMR-TRD-2025.md,true
A1-WOAH-SWINE-INFLUENZA,WOAH swine influenza disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-SWINE-INFLUENZA.md,true
A1-WOAH-TGE,WOAH transmissible gastroenteritis disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-TGE.md,true
A1-WOAH-TRICHINELLOSIS,WOAH trichinellosis disease page,A1,source_anchored,valid,,wiki/sources/A1-WOAH-TRICHINELLOSIS.md,true
A2-CDC-BRUCELLOSIS,CDC brucellosis public-health page,A2,source_anchored,valid,,wiki/sources/A2-CDC-BRUCELLOSIS.md,true
A2-CDC-CYSTICERCOSIS,CDC cysticercosis public-health page,A2,source_anchored,valid,,wiki/sources/A2-CDC-CYSTICERCOSIS.md,true
A2-CDC-SWINE-FLU-PUBLIC-HEALTH,CDC swine influenza public-health resources,A2,source_anchored,valid,,wiki/sources/A2-CDC-SWINE-FLU-PUBLIC-HEALTH.md,true
A2-CDC-TRICHINELLOSIS,CDC trichinellosis public-health page,A2,source_anchored,valid,,wiki/sources/A2-CDC-TRICHINELLOSIS.md,true
A2-CFSPH-BRUCELLA-SUIS-FACTSHEET-2026,Iowa State CFSPH Brucella suis factsheet,A2,source_anchored,valid,,wiki/sources/A2-CFSPH-BRUCELLA-SUIS-FACTSHEET-2026.md,true
A2-EFSA-PED-PDCOV-OPINION,EFSA opinion on PED and emerging porcine deltacoronavirus,A2,source_anchored,valid,,wiki/sources/A2-EFSA-PED-PDCOV-OPINION.md,true
A2-FDA-ANIMAL-FEED-CONTAMINANTS,FDA chemical contaminants in animal food,A2,source_anchored,valid,,wiki/sources/A2-FDA-ANIMAL-FEED-CONTAMINANTS.md,true
A2-FDA-CHEMICAL-CONTAMINANTS-ANIMAL-FOOD-2026,FDA: Chemical Contaminants in Animal Food,A2,source_anchored,valid,,wiki/sources/A2-FDA-CHEMICAL-CONTAMINANTS-ANIMAL-FOOD-2026.md,true
A2-FDA-GREEN-BOOK,FDA Approved Animal Drug Products Green Book,A2,source_anchored,valid,,wiki/sources/A2-FDA-GREEN-BOOK.md,true
A2-FDA-LEGAL-ANIMAL-DRUGS,FDA how to tell if a drug is legally marketed for animals,A2,source_anchored,valid,,wiki/sources/A2-FDA-LEGAL-ANIMAL-DRUGS.md,true
A2-GOVUK-STREPTOCOCCUS-SUIS,GOV.UK Streptococcus suis infection guidance,A2,source_anchored,valid,,wiki/sources/A2-GOVUK-STREPTOCOCCUS-SUIS.md,true
A2-ISU-SWINE-TOXICOSES-2026,Iowa State Swine Disease Manual: Toxicoses,A2,source_anchored,valid,,wiki/sources/A2-ISU-SWINE-TOXICOSES-2026.md,true
A2-MERCK-ABORTION-PIGS-2026,Merck Veterinary Manual: Abortion in Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-ABORTION-PIGS-2026.md,true
A2-MERCK-ACTINOBACILLOSIS-PIGS-2025,Merck Veterinary Manual: Actinobacillosis in Animals,A2,source_anchored,valid,,wiki/sources/A2-MERCK-ACTINOBACILLOSIS-PIGS-2025.md,true
A2-MERCK-AFLATOXICOSIS-ANIMALS-2025,Merck Veterinary Manual: Aflatoxicosis in Animals,A2,source_anchored,valid,,wiki/sources/A2-MERCK-AFLATOXICOSIS-ANIMALS-2025.md,true
A2-MERCK-ASCARIS-SUUM-PIGS-2024,Merck Veterinary Manual: Ascaris suum in Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-ASCARIS-SUUM-PIGS-2024.md,true
A2-MERCK-ATROPHIC-RHINITIS-PIGS-2026,Merck Veterinary Manual: Atrophic Rhinitis in Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-ATROPHIC-RHINITIS-PIGS-2026.md,true
A2-MERCK-CLASSICAL-SWINE-FEVER-2026,Merck Veterinary Manual: Classical Swine Fever,A2,source_anchored,valid,,wiki/sources/A2-MERCK-CLASSICAL-SWINE-FEVER-2026.md,true
A2-MERCK-COCCIDIOSIS-PIGS,Merck Veterinary Manual coccidiosis of pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-COCCIDIOSIS-PIGS.md,true
A2-MERCK-COCCIDIOSIS-PIGS-2024,Merck Veterinary Manual: Coccidiosis of Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-COCCIDIOSIS-PIGS-2024.md,true
A2-MERCK-CORONAVIRAL-ENTERITIS-PIGS-2026,Merck Veterinary Manual: Coronaviral Enteritis in Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-CORONAVIRAL-ENTERITIS-PIGS-2026.md,true
A2-MERCK-EDEMA-DISEASE-PIGS-2024,Merck Veterinary Manual: Edema Disease in Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-EDEMA-DISEASE-PIGS-2024.md,true
A2-MERCK-ENTERIC-COLIBACILLOSIS-PIGS,Merck Veterinary Manual enteric colibacillosis in pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-ENTERIC-COLIBACILLOSIS-PIGS.md,true
A2-MERCK-ENTERIC-COLIBACILLOSIS-PIGS-2024,Merck Veterinary Manual: Enteric Colibacillosis in Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-ENTERIC-COLIBACILLOSIS-PIGS-2024.md,true
A2-MERCK-ERYSIPELAS-SWINE-2026,Merck Veterinary Manual: Swine Erysipelas,A2,source_anchored,valid,,wiki/sources/A2-MERCK-ERYSIPELAS-SWINE-2026.md,true
A2-MERCK-EXUDATIVE-EPIDERMITIS-PIGS-2026,Exudative Epidermitis in Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-EXUDATIVE-EPIDERMITIS-PIGS-2026.md,true
A2-MERCK-FMD-ANIMALS-2026,Merck Veterinary Manual: Foot-and-Mouth Disease in Animals,A2,source_anchored,valid,,wiki/sources/A2-MERCK-FMD-ANIMALS-2026.md,true
A2-MERCK-INFLUENZA-A-SWINE-2024,Merck Veterinary Manual: Influenza A Virus in Swine,A2,source_anchored,valid,,wiki/sources/A2-MERCK-INFLUENZA-A-SWINE-2024.md,true
A2-MERCK-LAMENESS-BREEDING-PIGS-2026,"Merck Veterinary Manual: Lameness in Breeding Gilts, Sows, and Boars",A2,source_anchored,valid,,wiki/sources/A2-MERCK-LAMENESS-BREEDING-PIGS-2026.md,true
A2-MERCK-LAMENESS-NURSERY-PIGS-2026,Merck Veterinary Manual: Lameness in Nursery Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-LAMENESS-NURSERY-PIGS-2026.md,true
A2-MERCK-MANGE-PIGS-2026,Merck Veterinary Manual: Mange in Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-MANGE-PIGS-2026.md,true
A2-MERCK-MYCOPLASMAL-PNEUMONIA-PIGS-2024,Merck Veterinary Manual: Mycoplasmal Pneumonia in Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-MYCOPLASMAL-PNEUMONIA-PIGS-2024.md,true
A2-MERCK-MYCOTOXICOSES-OVERVIEW-2025,Merck Veterinary Manual: Overview of Mycotoxicoses in Animals,A2,source_anchored,valid,,wiki/sources/A2-MERCK-MYCOTOXICOSES-OVERVIEW-2025.md,true
A2-MERCK-NITRATE-NITRITE-TOXICOSIS-2024,Merck Veterinary Manual: Nitrate and Nitrite Poisoning in Animals,A2,source_anchored,valid,,wiki/sources/A2-MERCK-NITRATE-NITRITE-TOXICOSIS-2024.md,true
A2-MERCK-NUTRITIONAL-DISEASES-PIGS-2026,Merck Veterinary Manual: Nutritional Diseases of Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-NUTRITIONAL-DISEASES-PIGS-2026.md,true
A2-MERCK-PDS-MASTITIS-SOWS-2026,Merck Veterinary Manual: Postpartum Dysgalactia Syndrome and Mastitis in Sows,A2,source_anchored,valid,,wiki/sources/A2-MERCK-PDS-MASTITIS-SOWS-2026.md,true
A2-MERCK-PLEUROPNEUMONIA-PIGS,Merck Veterinary Manual pleuropneumonia in pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-PLEUROPNEUMONIA-PIGS.md,true
A2-MERCK-PORCINE-PROLIFERATIVE-ENTEROPATHY,Merck Veterinary Manual porcine proliferative enteropathy,A2,source_anchored,valid,,wiki/sources/A2-MERCK-PORCINE-PROLIFERATIVE-ENTEROPATHY.md,true
A2-MERCK-PRRS-2026,Merck Veterinary Manual: Porcine Reproductive and Respiratory Syndrome,A2,source_anchored,valid,,wiki/sources/A2-MERCK-PRRS-2026.md,true
A2-MERCK-PSEUDORABIES-PIGS-2026,Merck Veterinary Manual: Pseudorabies in Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-PSEUDORABIES-PIGS-2026.md,true
A2-MERCK-ROTAVIRAL-ENTERITIS-PIGS-2024,Merck Veterinary Manual: Rotaviral Enteritis in Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-ROTAVIRAL-ENTERITIS-PIGS-2024.md,true
A2-MERCK-SALMONELLOSIS-ANIMALS-2026,Merck Veterinary Manual: Salmonellosis in Animals,A2,source_anchored,valid,,wiki/sources/A2-MERCK-SALMONELLOSIS-ANIMALS-2026.md,true
A2-MERCK-STREPTOCOCCUS-SUIS-PIGS-2026,Merck Veterinary Manual: Streptococcus suis Infection in Pigs,A2,source_anchored,valid,,wiki/sources/A2-MERCK-STREPTOCOCCUS-SUIS-PIGS-2026.md,true
A2-MERCK-SWINE-DYSENTERY,Merck Veterinary Manual swine dysentery,A2,source_anchored,valid,,wiki/sources/A2-MERCK-SWINE-DYSENTERY.md,true
A2-MERCK-SWINE-DYSENTERY-2026,Merck Veterinary Manual: Swine Dysentery,A2,source_anchored,valid,,wiki/sources/A2-MERCK-SWINE-DYSENTERY-2026.md,true
